complaint_id,issue_type,description,latitude,longitude,location_name,reported_at,resolved_at,status,repeat_count,unsafe_flag
C0241,electricity,Issue related to road reported near Academic Block,26.850814,80.949486,Canteen,2024-03-21,2024-03-23,open,1,1
C0242,leakage,Issue related to road reported near Canteen,26.841931,80.94336,Library,2024-04-15,2024-05-02,open,2,0
C0243,garbage,Issue related to light reported near Hostel B,26.844838,80.947096,Hostel C,2024-03-31,2024-03-13,open,2,1
C0244,garbage,Issue related to light reported near Hostel B,26.840248,80.948,Academic Block,2024-05-12,2024-02-08,resolved,4,0
C0245,hygiene,Issue related to hygiene reported near Hostel A,26.849375,80.941148,Library,2024-05-17,,resolved,3,1
C0246,leakage,Issue related to light reported near Canteen,26.846025,80.951666,Hostel A,2024-01-03,2024-03-20,open,1,1
C0247,electricity,Issue related to leakage reported near Academic Block,26.851967,80.957687,Library,2024-06-28,,open,2,0
C0248,road,Issue related to electricity reported near Canteen,26.845945,80.943035,Canteen,2024-03-08,2024-06-05,resolved,9,1
C0249,leakage,Issue related to light reported near Hostel C,26.845998,80.951956,Hostel C,2024-03-04,,resolved,1,0
C0250,hygiene,Issue related to light reported near Canteen,26.854864,80.953295,Hostel B,2024-03-14,2024-01-15,resolved,9,0
C0251,hygiene,Issue related to garbage reported near Academic Block,26.840963,80.948387,Hostel B,2024-01-24,2024-06-21,open,7,0
C0252,leakage,Issue related to garbage reported near Academic Block,26.858058,80.954022,Library,2024-04-12,,resolved,2,0
C0253,hygiene,Issue related to light reported near Hostel B,26.857045,80.948215,Hostel B,2024-06-21,2024-03-21,open,2,0
C0254,leakage,Issue related to hygiene reported near Hostel C,26.853356,80.950093,Library,2024-03-28,2024-06-29,resolved,5,0
C0255,light,Issue related to leakage reported near Hostel B,26.851864,80.940147,Hostel C,2024-01-20,,resolved,5,0
C0256,leakage,Issue related to light reported near Hostel A,26.857846,80.953834,Hostel B,2024-05-21,2024-02-02,open,4,0
C0257,leakage,Issue related to electricity reported near Hostel B,26.843707,80.953227,Canteen,2024-02-15,2024-03-02,resolved,3,0
C0258,hygiene,Issue related to hygiene reported near Hostel C,26.841579,80.940768,Canteen,2024-05-01,2024-04-10,open,4,1
C0259,hygiene,Issue related to leakage reported near Hostel A,26.84479,80.947365,Hostel A,2024-03-21,,resolved,4,1
C0260,garbage,Issue related to leakage reported near Hostel C,26.855892,80.959581,Library,2024-03-31,2024-03-07,open,2,0
C0261,garbage,Issue related to electricity reported near Library,26.840693,80.948415,Hostel B,2024-02-25,,resolved,5,1
C0262,light,Issue related to hygiene reported near Canteen,26.851656,80.950039,Canteen,2024-05-26,2024-07-13,resolved,5,1
C0263,garbage,Issue related to road reported near Hostel C,26.859909,80.958199,Hostel C,2024-03-09,,open,5,0
C0264,leakage,Issue related to garbage reported near Hostel A,26.857114,80.954345,Hostel C,2024-02-16,,open,1,0
C0265,hygiene,Issue related to leakage reported near Hostel B,26.850429,80.951641,Hostel A,2024-06-23,2024-04-23,open,6,1
C0266,garbage,Issue related to road reported near Hostel C,26.841273,80.955956,Hostel C,2024-02-18,2024-07-16,open,2,0
C0267,garbage,Issue related to garbage reported near Hostel A,26.856627,80.957287,Hostel C,2024-05-07,2024-01-10,resolved,7,0
C0268,light,Issue related to road reported near Academic Block,26.85198,80.949138,Hostel B,2024-02-21,,resolved,4,0
C0269,electricity,Issue related to leakage reported near Canteen,26.842299,80.949502,Library,2024-03-01,,resolved,5,1
C0270,light,Issue related to leakage reported near Academic Block,26.841877,80.947721,Academic Block,2024-03-02,2024-05-06,resolved,5,0
C0271,leakage,Issue related to road reported near Library,26.858193,80.959334,Hostel C,2024-03-08,2024-04-16,resolved,5,1
C0272,hygiene,Issue related to garbage reported near Academic Block,26.853384,80.953943,Hostel C,2024-02-22,2024-03-27,resolved,2,0
C0273,light,Issue related to road reported near Hostel B,26.856586,80.941664,Academic Block,2024-02-28,2024-01-27,open,5,0
C0274,garbage,Issue related to leakage reported near Hostel A,26.85758,80.957259,Hostel C,2024-02-21,2024-06-28,resolved,3,1
C0275,hygiene,Issue related to electricity reported near Academic Block,26.851435,80.949611,Hostel B,2024-03-04,,resolved,4,0
C0276,hygiene,Issue related to garbage reported near Library,26.850349,80.941375,Hostel B,2024-06-07,,open,2,1
C0277,garbage,Issue related to road reported near Canteen,26.848609,80.950994,Academic Block,2024-04-01,2024-07-06,resolved,4,1
C0278,light,Issue related to electricity reported near Canteen,26.846339,80.948343,Canteen,2024-02-09,2024-07-08,resolved,9,0
C0279,garbage,Issue related to electricity reported near Canteen,26.848692,80.957555,Hostel C,2024-01-28,,resolved,8,0
C0280,electricity,Issue related to light reported near Hostel C,26.855478,80.94408,Canteen,2024-01-31,2024-07-15,open,3,1
C0281,hygiene,Issue related to hygiene reported near Hostel A,26.852038,80.956529,Hostel C,2024-01-21,,open,1,1
C0282,road,Issue related to electricity reported near Hostel C,26.85785,80.951154,Library,2024-06-22,2024-06-11,resolved,1,0
C0283,road,Issue related to road reported near Hostel C,26.848868,80.941092,Hostel C,2024-06-18,2024-06-14,open,6,0
C0284,leakage,Issue related to electricity reported near Hostel A,26.852142,80.959437,Hostel B,2024-05-06,,resolved,3,0
C0285,garbage,Issue related to electricity reported near Hostel C,26.852626,80.950252,Hostel A,2024-06-06,2024-06-10,resolved,4,0
C0286,garbage,Issue related to road reported near Hostel C,26.851834,80.945818,Hostel A,2024-01-02,,resolved,1,0
C0287,leakage,Issue related to electricity reported near Academic Block,26.854053,80.949388,Hostel A,2024-05-18,2024-01-30,open,8,1
C0288,leakage,Issue related to leakage reported near Academic Block,26.844749,80.957157,Hostel A,2024-01-11,,resolved,1,1
C0289,leakage,Issue related to electricity reported near Hostel C,26.850247,80.946098,Canteen,2024-05-03,2024-07-16,resolved,5,1
C0290,hygiene,Issue related to road reported near Hostel B,26.842084,80.943854,Canteen,2024-04-05,2024-07-15,resolved,6,1
C0291,electricity,Issue related to light reported near Academic Block,26.84769,80.942581,Hostel C,2024-06-07,,resolved,2,0
C0292,garbage,Issue related to electricity reported near Academic Block,26.849753,80.945957,Canteen,2024-03-21,2024-04-16,resolved,7,1
C0293,hygiene,Issue related to electricity reported near Canteen,26.853044,80.955601,Hostel C,2024-05-06,2024-03-23,open,7,0
C0294,leakage,Issue related to light reported near Library,26.859011,80.949433,Library,2024-05-27,2024-07-08,resolved,1,0
C0295,garbage,Issue related to road reported near Hostel C,26.852013,80.94455,Hostel C,2024-03-11,,open,4,0
C0296,hygiene,Issue related to hygiene reported near Library,26.854872,80.943324,Hostel A,2024-05-05,,resolved,4,0
C0297,electricity,Issue related to garbage reported near Hostel C,26.850125,80.946655,Academic Block,2024-02-16,2024-03-25,open,5,0
C0298,hygiene,Issue related to leakage reported near Hostel B,26.852682,80.958798,Academic Block,2024-05-10,2024-02-21,resolved,1,1
C0299,electricity,Issue related to hygiene reported near Library,26.841419,80.946861,Hostel B,2024-03-12,,resolved,1,0
C0300,leakage,Issue related to road reported near Canteen,26.845088,80.959762,Hostel B,2024-04-11,,open,7,0
C0301,electricity,Issue related to leakage reported near Academic Block,26.847237,80.949705,Hostel C,2024-02-26,,open,9,0
C0302,garbage,Issue related to hygiene reported near Academic Block,26.84945,80.943583,Academic Block,2024-05-27,,resolved,1,1
C0303,leakage,Issue related to electricity reported near Hostel B,26.840913,80.957823,Hostel A,2024-02-02,2024-05-27,open,2,0
C0304,garbage,Issue related to road reported near Academic Block,26.8428,80.949207,Canteen,2024-01-14,,open,6,0
C0305,road,Issue related to electricity reported near Hostel B,26.845536,80.954193,Hostel A,2024-05-14,2024-05-23,resolved,6,0
C0306,light,Issue related to electricity reported near Hostel A,26.859431,80.959674,Hostel A,2024-04-18,2024-06-10,resolved,2,1
C0307,electricity,Issue related to leakage reported near Library,26.846627,80.941004,Hostel C,2024-05-02,,resolved,9,0
C0308,light,Issue related to electricity reported near Canteen,26.849641,80.941934,Hostel C,2024-05-18,,resolved,4,1
C0309,light,Issue related to road reported near Hostel C,26.843922,80.954409,Library,2024-01-09,2024-03-09,resolved,7,1
C0310,electricity,Issue related to garbage reported near Hostel B,26.852216,80.945637,Hostel A,2024-05-08,2024-02-14,open,6,0
C0311,leakage,Issue related to electricity reported near Hostel C,26.845614,80.943686,Hostel A,2024-03-29,,resolved,3,1
C0312,road,Issue related to light reported near Hostel B,26.84414,80.940787,Hostel C,2024-04-10,2024-06-03,open,8,1
C0313,garbage,Issue related to light reported near Hostel A,26.850331,80.940437,Hostel C,2024-06-24,,resolved,7,0
C0314,hygiene,Issue related to garbage reported near Hostel B,26.84011,80.95549,Library,2024-02-14,,resolved,9,0
C0315,garbage,Issue related to hygiene reported near Library,26.840153,80.942689,Library,2024-04-27,,open,3,0
C0316,hygiene,Issue related to garbage reported near Academic Block,26.844381,80.949354,Hostel B,2024-01-31,2024-02-01,resolved,1,0
C0317,garbage,Issue related to hygiene reported near Canteen,26.840734,80.952118,Academic Block,2024-06-27,,open,2,1
C0318,electricity,Issue related to road reported near Hostel B,26.842161,80.948567,Hostel A,2024-05-12,2024-07-17,open,1,1
C0319,road,Issue related to electricity reported near Canteen,26.846777,80.940542,Hostel A,2024-04-27,2024-04-27,open,5,0
C0320,hygiene,Issue related to hygiene reported near Academic Block,26.856052,80.95567,Library,2024-03-21,2024-05-07,resolved,2,0
C0321,leakage,Issue related to hygiene reported near Hostel B,26.851441,80.94021,Library,2024-06-25,,resolved,3,0
C0322,garbage,Issue related to light reported near Canteen,26.850253,80.955238,Hostel B,2024-01-03,2024-02-19,resolved,8,1
C0323,garbage,Issue related to electricity reported near Hostel A,26.84587,80.957866,Academic Block,2024-01-04,2024-03-10,resolved,5,0
C0324,hygiene,Issue related to garbage reported near Academic Block,26.858635,80.948657,Hostel B,2024-06-21,,resolved,4,1
C0325,leakage,Issue related to light reported near Hostel B,26.84794,80.950711,Academic Block,2024-02-23,2024-02-04,resolved,5,1
C0326,leakage,Issue related to electricity reported near Library,26.841742,80.94954,Canteen,2024-04-07,2024-02-23,open,6,1
C0327,electricity,Issue related to hygiene reported near Hostel A,26.852341,80.947784,Hostel A,2024-05-28,2024-03-14,resolved,7,1
C0328,electricity,Issue related to road reported near Hostel B,26.842277,80.957748,Hostel B,2024-01-26,2024-02-19,resolved,9,0
C0329,electricity,Issue related to garbage reported near Academic Block,26.846904,80.957879,Library,2024-03-24,2024-04-15,resolved,1,0
C0330,electricity,Issue related to light reported near Academic Block,26.850148,80.946716,Hostel B,2024-04-02,2024-01-09,resolved,4,0
C0331,electricity,Issue related to electricity reported near Library,26.857484,80.952301,Canteen,2024-06-05,,open,9,1
C0332,electricity,Issue related to road reported near Library,26.849871,80.958538,Hostel B,2024-03-07,,open,5,1
C0333,road,Issue related to leakage reported near Academic Block,26.854045,80.959241,Hostel A,2024-02-17,2024-03-05,open,8,0
C0334,leakage,Issue related to road reported near Canteen,26.859856,80.950179,Canteen,2024-05-20,,open,1,1
C0335,electricity,Issue related to road reported near Academic Block,26.84263,80.949056,Library,2024-03-08,2024-04-28,open,4,1
C0336,leakage,Issue related to road reported near Academic Block,26.845495,80.945574,Library,2024-03-01,,resolved,9,1
C0337,leakage,Issue related to light reported near Canteen,26.847892,80.959177,Hostel C,2024-03-09,2024-03-24,open,1,0
C0338,light,Issue related to hygiene reported near Academic Block,26.848437,80.942856,Canteen,2024-04-30,2024-04-12,open,1,0
C0339,road,Issue related to leakage reported near Hostel B,26.84822,80.951597,Hostel C,2024-06-05,2024-07-02,resolved,4,0
C0340,electricity,Issue related to electricity reported near Hostel C,26.858152,80.945651,Hostel C,2024-03-28,,resolved,3,1
C0341,garbage,Issue related to road reported near Academic Block,26.854281,80.94558,Hostel A,2024-04-03,2024-06-02,open,7,0
C0342,hygiene,Issue related to electricity reported near Hostel B,26.852158,80.948099,Hostel B,2024-02-17,,resolved,3,0
C0343,garbage,Issue related to leakage reported near Academic Block,26.846187,80.959976,Library,2024-05-07,,resolved,1,0
C0344,road,Issue related to garbage reported near Canteen,26.856476,80.941099,Library,2024-04-18,,open,2,1
C0345,hygiene,Issue related to leakage reported near Hostel B,26.859101,80.951571,Hostel B,2024-02-23,,resolved,4,1
C0346,road,Issue related to leakage reported near Hostel C,26.856424,80.941651,Library,2024-04-17,,open,1,1
C0347,leakage,Issue related to leakage reported near Library,26.840031,80.94309,Hostel B,2024-06-28,2024-06-05,open,1,1
C0348,hygiene,Issue related to garbage reported near Hostel B,26.852728,80.948791,Canteen,2024-04-05,2024-06-03,resolved,8,1
C0349,leakage,Issue related to light reported near Hostel B,26.841023,80.950209,Hostel A,2024-04-03,2024-01-13,open,7,0
C0350,garbage,Issue related to hygiene reported near Canteen,26.845152,80.945176,Hostel A,2024-04-12,,open,8,0
C0351,garbage,Issue related to light reported near Canteen,26.84119,80.946329,Hostel A,2024-03-12,2024-04-08,resolved,4,1
C0352,hygiene,Issue related to light reported near Hostel A,26.852076,80.941739,Hostel B,2024-04-25,,resolved,6,1
C0353,hygiene,Issue related to hygiene reported near Academic Block,26.853732,80.946064,Hostel B,2024-02-16,,resolved,3,0
C0354,electricity,Issue related to leakage reported near Library,26.84229,80.959331,Academic Block,2024-05-26,,resolved,8,1
C0355,road,Issue related to hygiene reported near Academic Block,26.847677,80.958894,Library,2024-02-03,2024-05-24,open,4,1
C0356,electricity,Issue related to garbage reported near Hostel B,26.849125,80.946698,Library,2024-05-27,,resolved,3,1
C0357,road,Issue related to hygiene reported near Academic Block,26.847381,80.951417,Academic Block,2024-06-24,,resolved,4,1
C0358,electricity,Issue related to road reported near Canteen,26.842421,80.958192,Academic Block,2024-02-28,,open,6,1
C0359,leakage,Issue related to garbage reported near Library,26.848379,80.940124,Hostel A,2024-01-26,2024-03-28,open,7,0
C0360,hygiene,Issue related to hygiene reported near Academic Block,26.855024,80.956214,Academic Block,2024-03-10,2024-02-04,open,7,0
C0361,garbage,Issue related to garbage reported near Hostel C,26.84142,80.958967,Hostel B,2024-03-01,,open,4,1
C0362,road,Issue related to leakage reported near Academic Block,26.841604,80.941827,Hostel C,2024-05-22,2024-04-21,resolved,8,1
C0363,road,Issue related to hygiene reported near Library,26.847095,80.943229,Hostel B,2024-04-20,,resolved,7,0
C0364,garbage,Issue related to electricity reported near Canteen,26.858835,80.959215,Academic Block,2024-04-07,,open,2,1
C0365,electricity,Issue related to road reported near Library,26.853371,80.950751,Library,2024-02-20,,open,8,0
C0366,road,Issue related to light reported near Academic Block,26.853573,80.940284,Hostel B,2024-02-07,,open,9,1
C0367,leakage,Issue related to light reported near Hostel C,26.847238,80.945153,Library,2024-02-08,2024-03-13,open,5,0
C0368,hygiene,Issue related to hygiene reported near Academic Block,26.851873,80.948999,Hostel B,2024-05-01,2024-04-21,resolved,4,0
C0369,garbage,Issue related to garbage reported near Academic Block,26.840203,80.953858,Library,2024-01-03,,open,4,1
C0370,hygiene,Issue related to leakage reported near Canteen,26.852722,80.954663,Canteen,2024-02-15,2024-06-06,resolved,4,1
C0371,road,Issue related to electricity reported near Academic Block,26.858266,80.959908,Hostel B,2024-04-17,2024-03-09,open,6,0
